,hint,origin,roots,word
583,?［?（?）= out 外；?＝to move 移动；?＝the act 表行为→“the act of moving one's feeling out 感情的外移的行为”→］? strong surge of feeling that is expressed outward 外露的激情；冲动／Hate is a powerful ?. 憎恨是一种强烈的感情。,emotion［e-（ex-）= out 外；mot＝to move 移动；-ion n.＝the act 表行为→“the act of moving one's feeling out 感情的外移的行为”→］n. strong surge of feeling that is expressed outward 外露的激情；冲动／Hate is a powerful emotion. 憎恨是一种强烈的感情。,"['e-', 'ex-', 'mot', '-ion n.']",emotion
584,?［?＝forward 向前；?＝to move 移动；?→“to move forward 使向前移动”→］? ① help（sth）in progress or growth 促进；助长／He was famous for pro?ing popular education. 他因促进平民教育而著名。② advance（sb）in rank or position 提升；提拔／He was ?d to the rank of first mate. 他被提升为大副。,promote［pro-＝forward 向前；mot＝to move 移动；-e→“to move forward 使向前移动”→］v. ① help（sth）in progress or growth 促进；助长／He was famous for promoting popular education. 他因促进平民教育而著名。② advance（sb）in rank or position 提升；提拔／He was promoted to the rank of first mate. 他被提升为大副。,"['pro-', 'mot', '-e']",promote
585,?［?＝down 下；?＝to move 移动；?→“to move down 向下移动”→］? bring lower in rank 降级／The officers concerned were all ?d. 有关的军官全都降了级。,demote［de-＝down 下；mot＝to move 移动；-e→“to move down 向下移动”→］v. bring lower in rank 降级／The officers concerned were all demoted. 有关的军官全都降了级。,"['de-', 'mot', '-e']",demote
586,?［?＝to move 运动；?＝able 能…的→“able to move 能运动的”→］Ⅰ? causing movement 发动的；运动的／The wind provides the ? power to turn the wheel. 风给风车提供动力。→ Ⅱ? cause or reason for movement or action 动机／A kind ? does not mean a good effect. 好动机并不等于好效果。,motive［mot＝to move 运动；-ive a.＝able 能…的→“able to move 能运动的”→］Ⅰa. causing movement 发动的；运动的／The wind provides the motive power to turn the wheel. 风给风车提供动力。→ Ⅱn. cause or reason for movement or action 动机／A kind motive does not mean a good effect. 好动机并不等于好效果。,"['mot', '-ive a.', 'a.']",motive
587,?［?＝violently 激烈地（表加强词义）；?＝to move 运动；?＝the act or state 表行为或状态→“the act or state of moving violently 激烈的运动”→］? violent and noisy movement; great and noisy excitement 混乱；骚动／The shipment was delayed because of the ? in the area. 该地区的动乱延误了货物装运。,commotion［com-＝violently 激烈地（表加强词义）；mot＝to move 运动；-ion n.＝the act or state 表行为或状态→“the act or state of moving violently 激烈的运动”→］n. violent and noisy movement; great and noisy excitement 混乱；骚动／The shipment was delayed because of the commotion in the area. 该地区的动乱延误了货物装运。,"['com-', 'mot', '-ion n.']",commotion
588,?［mobil(e) ? 可动的，活动的；?＝to make 使… →］? ① make mobile or movable 使可动；使活动／The doctor ?d my stiff elbow joint. 医生让我那僵硬的肘关节活动起来。② call （troops）into active service 动员（军队）／The army and navy have been ?d. 陆军和海军已经动员了。,mobilize［mobil(e) a. 可动的，活动的；-ize v.＝to make 使… →］v. ① make mobile or movable 使可动；使活动／The doctor mobilized my stiff elbow joint. 医生让我那僵硬的肘关节活动起来。② call （troops）into active service 动员（军队）／The army and navy have been mobilized. 陆军和海军已经动员了。,"['a.', '-ize v.']",mobilize
589,?［?＝to undo 做相反的行为；mobilize ? 动员→“to undo that of mobilizing troops 做与动员军队相反之事”→］? send（soldiers）back from the army to peacetime life 使（军人）复员／He was ?d after the war. 战后他复员了。,demobilize［de-＝to undo 做相反的行为；mobilize v. 动员→“to undo that of mobilizing troops 做与动员军队相反之事”→］v. send（soldiers）back from the army to peacetime life 使（军人）复员／He was demobilized after the war. 战后他复员了。,"['de-', 'v.']",demobilize
590,?［?＝to be born 出生；?＝the state 表行为状态→“the state of people's being born 人们出生的环境”→“the origin of people 人们的出身种族”→］? body of persons born in a common country or having a common origin 国民；民族／The Chinese ? has a long history. 中华民族有悠久的历史。,nation［nat＝to be born 出生；-ion n.＝the state 表行为状态→“the state of people's being born 人们出生的环境”→“the origin of people 人们的出身种族”→］n. body of persons born in a common country or having a common origin 国民；民族／The Chinese nation has a long history. 中华民族有悠久的历史。,"['nat', '-ion n.']",nation
591,?［?＝to be born 出生；?＝characterized by 有…特点的→“characterized by being born 带有出生的特点的”→］? ① by birth or origin 出生（地）的／China is our ? land. 中国是我们的祖国。② inborn or ?ure 天生的／We encourage pupils to develop their ? skills. 我们鼓励小学生去挖掘自己的天生才能。③ not foreign 本国的／English is not my ? language. 英语不是我的母语。,native［nat＝to be born 出生；-ive a.＝characterized by 有…特点的→“characterized by being born 带有出生的特点的”→］a. ① by birth or origin 出生（地）的／China is our native land. 中国是我们的祖国。② inborn or nature 天生的／We encourage pupils to develop their native skills. 我们鼓励小学生去挖掘自己的天生才能。③ not foreign 本国的／English is not my native language. 英语不是我的母语。,"['nat', '-ive a.']",native
592,?［?＝to be born 出生；?＝the state or result 表行为状态或结果→“the state or result of the birth of all things in the world. 世上万物降生的状况或结果”→］? the established order of things in the world 自然（世上万物的现有秩序）／Nature study is a basic course in a primary school. 自然课是小学的基础课。,nature［nat＝to be born 出生；-ure n.＝the state or result 表行为状态或结果→“the state or result of the birth of all things in the world. 世上万物降生的状况或结果”→］n. the established order of things in the world 自然（世上万物的现有秩序）／Nature study is a basic course in a primary school. 自然课是小学的基础课。,"['nat', '-ure n.']",nature
593,?［?＝to be born 出生；?＝of …的→“of being born 出生的”→］? of or connected with one's birth 出生的；诞生时的／One's ? date is an important information in the records. 一个人的出生日是该记录中的重要信息。,natal［nat＝to be born 出生；-al a.＝of …的→“of being born 出生的”→］a. of or connected with one's birth 出生的；诞生时的／One's natal date is an important information in the records. 一个人的出生日是该记录中的重要信息。,"['nat', '-al a.']",natal
594,?［?＝within 在…之内；?＝to be born 出生；?→“being born within a person 出生来内在的”→］? inborn; inherent 天生的；固有的／Man's knowledge is not ? in the mind. 人的知识不是头脑里固有的。,innate［in-＝within 在…之内；nat＝to be born 出生；-e→“being born within a person 出生来内在的”→］a. inborn; inherent 天生的；固有的／Man's knowledge is not innate in the mind. 人的知识不是头脑里固有的。,"['in-', 'nat', '-e']",innate
595,?［?＝before 在…之前；?＝to be born 出生；?＝of …的→“before the time of being born 出生前那段时间的”→］? prior to birth 胎儿期的／Pre?al care and ? education were taught in the training course. 该训练班传授胎儿护理与胎教知识。,prenatal［pre-＝before 在…之前；nat＝to be born 出生；-al a.＝of …的→“before the time of being born 出生前那段时间的”→］a. prior to birth 胎儿期的／Prenatal care and prenatal education were taught in the training course. 该训练班传授胎儿护理与胎教知识。,"['pre-', 'nat', '-al a.']",prenatal
596,?［?＝new 新的；?＝to be born 出生；? →］? baby newly born 新生儿／Neo?e period is very important for the human brain development. 婴儿期对人的大脑发育非常重要。,neonate［neo＝new 新的；nat＝to be born 出生；-e →］n. baby newly born 新生儿／Neonate period is very important for the human brain development. 婴儿期对人的大脑发育非常重要。,"['neo', 'nat', '-e']",neonate
